HEF Einfamilienhaushalt Klasse 5 Bayern
Auspraegung	A	B	C	D	mH	bH	mW	bW
HEF05	0	0	0	0	0	0	0	0
HEF34	1.3819663	-37.4124155	6.1723179	0.0396284	-0.0672159	1.1167138	-0.0019982	0.1355070
HEF33	1.6209544	-37.1833141	5.6727847	0.0716431	-0.0495700	0.8401015	-0.0022090	0.1074468
HEF02	0	0	0	0	0	0	0	0
HEF01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
-2.5	3.85	3.98	4.12	4.17	3.74	4.07	4.87	4.90	6.15	4.94	4.71	4.24	4.17	4.09	3.85	4.17	3.95	3.73	3.64	4.16	4.28	3.40	3.29	3.53
2.5	4.58	4.84	5.10	4.49	4.13	4.25	4.34	4.75	5.30	5.18	4.96	4.13	3.90	3.84	3.72	3.96	4.66	3.44	2.63	2.75	4.09	3.77	3.72	3.47
7.5	4.40	4.21	4.02	4.17	4.03	4.25	4.77	4.77	6.67	5.88	5.38	4.51	4.51	4.78	4.49	4.23	3.80	3.15	2.52	2.53	3.45	3.30	2.94	3.24
12.5	5.34	4.77	4.20	3.62	4.13	4.42	4.57	4.83	7.38	7.02	6.65	5.37	4.44	4.40	4.05	3.55	3.48	2.68	2.25	2.31	2.38	2.64	2.58	2.94
17.5	2.55	3.49	4.43	4.43	4.43	3.43	4.84	5.11	8.72	8.24	7.76	5.73	6.15	4.84	3.60	3.37	2.87	2.26	1.95	2.18	2.40	2.68	2.36	2.18
22.5	2.92	3.43	3.94	3.95	4.40	3.49	4.93	5.19	9.76	9.17	8.59	7.06	6.02	5.10	3.75	3.14	2.25	1.85	1.75	1.77	1.80	2.08	1.76	1.90
27.5	3.33	3.41	3.49	3.52	4.42	3.59	5.08	5.74	10.24	9.88	9.52	7.31	6.58	5.42	3.95	2.94	1.65	1.46	1.56	1.39	1.22	1.50	1.17	1.63
Freitag
-17.5	4.02	4.12	4.22	4.14	4.12	4.12	4.87	4.91	5.35	4.60	4.47	4.20	4.03	3.84	3.83	4.13	3.98	3.90	3.99	4.37	4.28	3.40	3.38	3.73
-12.5	3.99	4.10	4.21	4.18	3.69	3.90	4.89	4.93	5.65	4.74	4.57	4.24	4.10	3.94	3.86	4.17	3.99	3.86	3.89	4.32	4.31	3.42	3.37	3.68
-7.5	3.93	4.05	4.17	4.18	3.72	3.80	4.89	4.93	5.92	4.85	4.65	4.25	4.14	4.02	3.86	4.18	3.98	3.81	3.77	4.25	4.30	3.41	3.33	3.61
-2.5	3.85	3.98	4.12	4.17	3.74	4.07	4.87	4.90	6.15	4.94	4.71	4.24	4.17	4.09	3.85	4.17	3.95	3.73	3.64	4.16	4.28	3.40	3.29	3.53
2.5	4.58	4.84	5.10	4.49	4.13	4.25	4.34	4.75	5.30	5.18	4.96	4.13	3.90	3.84	3.72	3.96	4.66	3.44	2.63	2.75	4.09	3.77	3.72	3.47
7.5	4.40	4.21	4.02	4.17	4.03	4.25	4.77	4.77	6.67	5.88	5.38	4.51	4.51	4.78	4.49	4.23	3.80	3.15	2.52	2.53	3.45	3.30	2.94	3.24
12.5	5.34	4.77	4.20	3.62	4.13	4.42	4.57	4.83	7.38	7.02	6.65	5.37	4.44	4.40	4.05	3.55	3.48	2.68	2.25	2.31	2.38	2.64	2.58	2.94
17.5	2.55	3.49	4.43	4.43	4.43	3.43	4.84	5.11	8.72	8.24	7.76	5.73	6.15	4.84	3.60	3.37	2.87	2.26	1.95	2.18	2.40	2.68	2.36	2.18
22.5	2.92	3.43	3.94	3.95	4.40	3.49	4.93	5.19	9.76	9.17	8.59	7.06	6.02	5.10	3.75	3.14	2.25	1.85	1.75	1.77	1.80	2.08	1.76	1.90
27.5	3.33	3.41	3.49	3.52	4.42	3.59	5.08	5.74	10.24	9.88	9.52	7.31	6.58	5.42	3.95	2.94	1.65	1.46	1.56	1.39	1.22	1.50	1.17	1.63
Samstag
-17.5	3.93	3.75	3.58	3.72	3.87	4.28	6.73	5.40	4.92	4.44	4.81	5.19	4.76	3.99	4.04	3.33	2.29	2.41	3.26	4.10	4.35	4.29	4.27	4.29
-12.5	4.05	3.82	3.60	3.75	3.91	4.49	6.66	5.68	5.20	4.73	4.92	5.11	4.79	3.80	3.75	3.38	2.30	2.54	3.21	3.89	4.08	4.07	4.10	4.17
-7.5	4.21	3.93	3.65	3.82	3.98	4.80	6.44	6.04	5.57	5.09	5.08	5.06	4.87	3.61	3.44	2.94	2.31	2.71	3.19	3.66	3.79	3.84	3.92	4.05
-2.5	4.42	4.08	3.73	3.91	4.09	5.15	6.56	6.51	5.20	5.55	5.06	5.02	4.98	3.41	3.08	2.72	2.35	2.92	3.17	3.42	3.47	3.53	3.74	3.93
2.5	5.43	3.15	4.36	4.18	3.71	4.91	5.89	6.21	6.53	5.37	5.41	6.55	4.50	2.78	2.33	2.55	2.77	2.80	3.54	2.74	2.71	4.18	4.07	3.33
7.5	4.16	3.11	3.29	4.53	4.16	4.47	8.25	7.87	7.78	6.26	5.28	6.39	5.19	1.74	1.45	2.09	2.50	2.32	3.07	2.08	2.81	3.32	4.17	3.71
12.5	4.96	3.76	2.78	3.69	3.68	3.67	6.25	8.20	8.91	6.84	6.00	6.11	5.01	2.41	1.71	1.74	1.78	2.53	3.61	2.81	2.00	3.52	2.74	5.29
17.5	2.88	2.74	2.59	3.07	3.16	3.22	6.96	8.91	8.21	8.33	6.82	6.36	5.48	2.55	2.47	2.65	2.83	2.58	2.92	3.16	3.21	3.27	2.76	2.87
22.5	2.18	2.20	2.21	2.27	2.42	2.57	7.28	9.47	9.70	9.45	7.65	6.33	5.63	2.99	2.49	2.75	3.01	2.46	2.83	3.25	3.24	3.24	1.98	2.40
27.5	1.43	1.62	1.81	1.42	1.63	1.85	7.63	10.06	11.29	10.64	8.54	6.31	5.79	3.46	2.51	2.86	3.20	2.33	2.74	3.35	3.28	3.20	1.15	1.90
Sonntag
-17.5	4.02	4.05	4.98	4.66	4.33	3.79	5.20	4.92	4.01	4.50	3.74	4.16	4.12	3.54	3.81	4.03	3.84	4.39	3.24	4.17	3.72	4.47	3.46	4.85
-12.5	4.30	4.34	4.97	4.78	4.59	4.24	4.97	4.72	4.12	4.14	3.63	4.13	3.94	3.38	3.70	4.14	4.02	4.41	3.42	3.93	3.83	4.50	3.56	4.24
-7.5	4.59	4.63	4.95	4.90	4.86	4.74	4.74	4.52	4.23	3.76	3.51	4.10	3.75	3.22	3.59	4.25	4.22	4.43	3.60	3.67	3.94	4.52	3.66	3.62
-2.5	4.88	4.93	4.92	5.02	5.12	5.23	4.49	4.30	4.35	3.37	3.38	4.06	3.55	3.04	3.47	4.37	4.41	4.45	3.78	3.56	4.05	4.54	3.76	2.97
2.5	4.05	3.55	3.13	4.09	6.21	3.96	4.17	3.74	4.17	4.03	4.29	4.36	3.57	4.14	4.67	3.94	3.27	4.94	4.70	3.62	3.95	4.12	3.88	5.45
7.5	6.83	8.26	4.31	3.48	3.89	4.88	5.76	3.45	3.31	3.17	3.32	3.88	2.67	2.54	4.14	2.57	4.48	4.03	3.74	2.98	3.05	3.09	7.35	4.82
12.5	4.62	5.39	4.46	3.96	6.78	4.90	3.70	4.66	4.41	3.31	4.08	4.31	3.20	3.85	4.49	4.17	3.63	3.09	3.15	3.12	4.18	4.17	4.09	4.28
17.5	3.98	3.88	4.23	4.00	4.26	4.51	3.70	4.85	4.44	4.13	4.45	4.40	4.17	4.33	4.49	4.71	4.94	4.29	3.44	3.01	4.18	3.96	3.47	4.18
22.5	4.22	4.75	4.86	3.91	4.48	4.96	3.44	5.27	4.52	3.75	4.32	4.35	3.98	4.16	4.37	4.80	5.11	3.36	3.33	2.74	4.26	3.95	3.54	3.57
27.5	4.47	5.63	5.50	3.82	4.71	5.39	3.18	5.71	4.61	3.37	4.19	4.29	3.78	3.99	4.25	4.89	5.27	2.41	3.22	2.46	4.35	3.95	3.61	2.95
GGA	Gaststaetten
Auspraegung	A	B	C	D
GGA05	0	0	0	0	0	0	0	0
GGA34	1.1848320	-36.0000000	7.7368518	0.0793107	-0.0687383	1.1308570	-0.0006587	0.1910301
GGA33	1.1582082	-36.2878584	6.5885126	0.2235680	-0.0410335	0.7526451	-0.0009088	0.1916641
GGA02	0	0	0	0	0	0	0	0
GGA01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	0.9322	0.9894	1.0033	1.0109	1.0180	1.0356	1.0106
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
Montag
-17.5	2.99	3.06	3.66	4.27	4.34	3.39	4.91	5.54	4.55	4.74	4.53	4.57	4.88	4.98	4.37	3.95	3.98	3.69	4.19	4.15	4.13	4.10	3.70	3.33
-12.5	2.97	3.00	3.44	3.87	4.08	3.42	4.93	5.28	4.67	4.87	4.69	4.73	4.94	4.91	4.38	4.00	4.07	3.93	4.28	4.30	4.19	4.08	3.67	3.30
-7.5	2.94	2.94	3.18	3.42	3.79	3.41	4.95	4.99	4.81	5.01	4.88	4.90	5.01	4.84	4.40	4.06	4.17	4.20	4.39	4.48	4.26	4.05	3.64	3.28
-2.5	2.90	2.86	2.82	2.91	3.45	3.41	4.96	5.01	4.95	5.16	5.07	5.08	5.08	4.74	4.41	4.12	4.27	4.49	4.49	4.66	4.21	4.01	3.74	3.20
2.5	3.41	3.21	3.07	3.57	3.64	4.07	5.35	4.37	4.79	4.32	4.40	4.31	4.43	3.92	4.07	4.23	4.29	4.57	4.68	4.95	4.41	4.74	3.59	3.61
7.5	2.94	3.49	2.99	3.34	3.18	3.53	5.73	4.46	4.87	4.85	4.86	4.85	4.60	3.97	3.89	4.25	4.39	4.55	4.17	4.55	5.15	4.46	4.00	2.93
12.5	4.03	3.98	2.97	2.96	2.95	3.46	4.62	5.34	5.00	4.66	4.78	4.89	4.35	4.16	3.78	4.71	3.52	4.29	4.27	4.16	4.27	4.49	4.28	4.08
17.5	3.56	3.26	2.98	2.91	2.84	3.53	5.70	4.41	5.20	4.92	4.56	4.21	5.17	4.58	4.49	4.31	3.96	4.32	4.16	3.87	4.60	4.45	4.15	3.86
22.5	3.84	3.62	2.92	2.71	2.50	3.21	5.31	4.86	5.27	5.04	4.72	4.48	5.08	4.66	4.34	4.52	4.29	4.16	3.94	3.48	4.50	4.31	4.18	4.06
27.5	4.11	3.96	2.85	2.51	2.18	2.92	4.93	5.30	5.33	5.17	4.87	4.73	5.01	4.74	4.17	4.72	4.60	4.01	3.73	3.11	4.41	4.17	4.21	4.26
Dienstag
-17.5	3.54	3.40	3.66	3.32	4.18	3.86	4.65	4.65	4.46	4.60	4.82	4.33	4.12	3.90	4.09	4.02	3.95	4.53	4.75	4.63	4.40	4.40	4.04	3.70
-12.5	3.47	3.27	3.49	3.26	3.92	3.83	4.59	4.55	4.47	4.70	4.83	4.52	4.38	4.13	4.28	4.23	4.17	4.56	4.68	4.56	4.32	4.32	3.91	3.56
-7.5	3.22	3.24	3.15	3.29	3.55	3.86	4.55	4.62	4.68	4.79	4.62	4.50	4.49	4.26	4.48	4.27	4.38	4.70	4.58	4.58	4.37	4.45	3.88	3.49
-2.5	3.33	3.01	3.13	3.15	3.39	3.79	4.46	4.35	4.49	4.90	4.85	4.91	4.91	4.62	4.67	4.62	4.63	4.61	4.53	4.41	4.18	4.16	3.65	3.25
2.5	3.28	2.98	3.10	3.12	3.34	3.75	4.73	4.43	4.58	4.80	5.01	4.91	4.83	4.57	4.59	4.51	4.52	4.63	4.60	4.49	4.37	4.18	3.56	3.12
7.5	3.09	2.83	3.12	2.85	3.19	3.43	5.03	4.61	4.71	4.75	5.03	5.09	4.88	4.70	4.45	4.28	4.46	4.84	4.65	4.65	4.57	4.22	3.47	3.10
12.5	3.24	3.18	3.09	2.55	3.00	3.05	4.12	4.49	4.28	5.30	4.65	5.50	5.54	4.84	4.54	4.24	4.38	4.74	4.73	4.54	4.43	4.20	3.76	3.61
17.5	2.76	2.56	3.08	2.95	2.83	2.71	3.96	3.91	4.59	4.83	5.41	5.80	5.86	5.29	4.37	4.51	4.47	4.69	5.03	4.83	4.77	3.81	3.74	3.24
22.5	2.75	2.66	3.07	2.87	2.66	2.36	3.66	3.94	4.44	4.81	5.22	6.08	6.20	5.42	4.45	4.38	4.40	4.75	5.09	4.86	4.79	3.82	3.84	3.48
27.5	2.73	2.76	3.06	2.78	2.50	2.02	3.37	3.97	4.29	5.05	5.04	6.34	6.52	5.53	4.42	4.24	4.32	4.79	5.14	4.87	4.81	3.82	3.92	3.71
Mittwoch
-17.5	3.54	3.40	3.66	3.32	4.18	3.86	4.65	4.65	4.46	4.60	4.82	4.33	4.12	3.90	4.09	4.02	3.95	4.53	4.75	4.63	4.40	4.40	4.04	3.70
-12.5	3.47	3.27	3.49	3.26	3.92	3.83	4.59	4.55	4.47	4.70	4.83	4.52	4.38	4.13	4.28	4.23	4.17	4.56	4.68	4.56	4.32	4.32	3.91	3.56
-7.5	3.22	3.24	3.15	3.29	3.55	3.86	4.55	4.62	4.68	4.79	4.62	4.50	4.49	4.26	4.48	4.27	4.38	4.70	4.58	4.58	4.37	4.45	3.88	3.49
-2.5	3.33	3.01	3.13	3.15	3.39	3.79	4.46	4.35	4.49	4.90	4.85	4.91	4.91	4.62	4.67	4.62	4.63	4.61	4.53	4.41	4.18	4.16	3.65	3.25
2.5	3.28	2.98	3.10	3.12	3.34	3.75	4.73	4.43	4.58	4.80	5.01	4.91	4.83	4.57	4.59	4.51	4.52	4.63	4.60	4.49	4.37	4.18	3.56	3.12
7.5	3.09	2.83	3.12	2.85	3.19	3.43	5.03	4.61	4.71	4.75	5.03	5.09	4.88	4.70	4.45	4.28	4.46	4.84	4.65	4.65	4.57	4.22	3.47	3.10
12.5	3.24	3.18	3.09	2.55	3.00	3.05	4.12	4.49	4.28	5.30	4.65	5.50	5.54	4.84	4.54	4.24	4.38	4.74	4.73	4.54	4.43	4.20	3.76	3.61
17.5	2.76	2.56	3.08	2.95	2.83	2.71	3.96	3.91	4.59	4.83	5.41	5.80	5.86	5.29	4.37	4.51	4.47	4.69	5.03	4.83	4.77	3.81	3.74	3.24
22.5	2.75	2.66	3.07	2.87	2.66	2.36	3.66	3.94	4.44	4.81	5.22	6.08	6.20	5.42	4.45	4.38	4.40	4.75	5.09	4.86	4.79	3.82	3.84	3.48
27.5	2.73	2.76	3.06	2.78	2.50	2.02	3.37	3.97	4.29	5.05	5.04	6.34	6.52	5.53	4.42	4.24	4.32	4.79	5.14	4.87	4.81	3.82	3.92	3.71
Donnerstag
-17.5	3.54	3.40	3.66	3.32	4.18	3.86	4.65	4.65	4.46	4.60	4.82	4.33	4.12	3.90	4.09	4.02	3.95	4.53	4.75	4.63	4.40	4.40	4.04	3.70
-12.5	3.47	3.27	3.49	3.26	3.92	3.83	4.59	4.55	4.47	4.70	4.83	4.52	4.38	4.13	4.28	4.23	4.17	4.56	4.68	4.56	4.32	4.32	3.91	3.56
-7.5	3.22	3.24	3.15	3.29	3.55	3.86	4.55	4.62	4.68	4.79	4.62	4.50	4.49	4.26	4.48	4.27	4.38	4.70	4.58	4.58	4.37	4.45	3.88	3.49
-2.5	3.33	3.01	3.13	3.15	3.39	3.79	4.46	4.35	4.49	4.90	4.85	4.91	4.91	4.62	4.67	4.62	4.63	4.61	4.53	4.41	4.18	4.16	3.65	3.25
2.5	3.28	2.98	3.10	3.12	3.34	3.75	4.73	4.43	4.58	4.80	5.01	4.91	4.83	4.57	4.59	4.51	4.52	4.63	4.60	4.49	4.37	4.18	3.56	3.12
7.5	3.09	2.83	3.12	2.85	3.19	3.43	5.03	4.61	4.71	4.75	5.03	5.09	4.88	4.70	4.45	4.28	4.46	4.84	4.65	4.65	4.57	4.22	3.47	3.10
12.5	3.24	3.18	3.09	2.55	3.00	3.05	4.12	4.49	4.28	5.30	4.65	5.50	5.54	4.84	4.54	4.24	4.38	4.74	4.73	4.54	4.43	4.20	3.76	3.61
17.5	2.76	2.56	3.08	2.95	2.83	2.71	3.96	3.91	4.59	4.83	5.41	5.80	5.86	5.29	4.37	4.51	4.47	4.69	5.03	4.83	4.77	3.81	3.74	3.24
22.5	2.75	2.66	3.07	2.87	2.66	2.36	3.66	3.94	4.44	4.81	5.22	6.08	6.20	5.42	4.45	4.38	4.40	4.75	5.09	4.86	4.79	3.82	3.84	3.48
27.5	2.73	2.76	3.06	2.78	2.50	2.02	3.37	3.97	4.29	5.05	5.04	6.34	6.52	5.53	4.42	4.24	4.32	4.79	5.14	4.87	4.81	3.82	3.92	3.71
Freitag
-17.5	3.54	3.40	3.66	3.32	4.18	3.86	4.65	4.65	4.46	4.60	4.82	4.33	4.12	3.90	4.09	4.02	3.95	4.53	4.75	4.63	4.40	4.40	4.04	3.70
-12.5	3.47	3.27	3.49	3.26	3.92	3.83	4.59	4.55	4.47	4.70	4.83	4.52	4.38	4.13	4.28	4.23	4.17	4.56	4.68	4.56	4.32	4.32	3.91	3.56
-7.5	3.22	3.24	3.15	3.29	3.55	3.86	4.55	4.62	4.68	4.79	4.62	4.50	4.49	4.26	4.48	4.27	4.38	4.70	4.58	4.58	4.37	4.45	3.88	3.49
-2.5	3.33	3.01	3.13	3.15	3.39	3.79	4.46	4.35	4.49	4.90	4.85	4.91	4.91	4.62	4.67	4.62	4.63	4.61	4.53	4.41	4.18	4.16	3.65	3.25
2.5	3.28	2.98	3.10	3.12	3.34	3.75	4.73	4.43	4.58	4.80	5.01	4.91	4.83	4.57	4.59	4.51	4.52	4.63	4.60	4.49	4.37	4.18	3.56	3.12
7.5	3.09	2.83	3.12	2.85	3.19	3.43	5.03	4.61	4.71	4.75	5.03	5.09	4.88	4.70	4.45	4.28	4.46	4.84	4.65	4.65	4.57	4.22	3.47	3.10
12.5	3.24	3.18	3.09	2.55	3.00	3.05	4.12	4.49	4.28	5.30	4.65	5.50	5.54	4.84	4.54	4.24	4.38	4.74	4.73	4.54	4.43	4.20	3.76	3.61
17.5	2.76	2.56	3.08	2.95	2.83	2.71	3.96	3.91	4.59	4.83	5.41	5.80	5.86	5.29	4.37	4.51	4.47	4.69	5.03	4.83	4.77	3.81	3.74	3.24
22.5	2.75	2.66	3.07	2.87	2.66	2.36	3.66	3.94	4.44	4.81	5.22	6.08	6.20	5.42	4.45	4.38	4.40	4.75	5.09	4.86	4.79	3.82	3.84	3.48
27.5	2.73	2.76	3.06	2.78	2.50	2.02	3.37	3.97	4.29	5.05	5.04	6.34	6.52	5.53	4.42	4.24	4.32	4.79	5.14	4.87	4.81	3.82	3.92	3.71
Samstag
-17.5	3.54	3.40	3.66	3.32	4.18	3.86	4.65	4.65	4.46	4.60	4.82	4.33	4.12	3.90	4.09	4.02	3.95	4.53	4.75	4.63	4.40	4.40	4.04	3.70
-12.5	3.47	3.27	3.49	3.26	3.92	3.83	4.59	4.55	4.47	4.70	4.83	4.52	4.38	4.13	4.28	4.23	4.17	4.56	4.68	4.56	4.32	4.32	3.91	3.56
-7.5	3.22	3.24	3.15	3.29	3.55	3.86	4.55	4.62	4.68	4.79	4.62	4.50	4.49	4.26	4.48	4.27	4.38	4.70	4.58	4.58	4.37	4.45	3.88	3.49
-2.5	3.33	3.01	3.13	3.15	3.39	3.79	4.46	4.35	4.49	4.90	4.85	4.91	4.91	4.62	4.67	4.62	4.63	4.61	4.53	4.41	4.18	4.16	3.65	3.25
2.5	3.28	2.98	3.10	3.12	3.34	3.75	4.73	4.43	4.58	4.80	5.01	4.91	4.83	4.57	4.59	4.51	4.52	4.63	4.60	4.49	4.37	4.18	3.56	3.12
7.5	3.09	2.83	3.12	2.85	3.19	3.43	5.03	4.61	4.71	4.75	5.03	5.09	4.88	4.70	4.45	4.28	4.46	4.84	4.65	4.65	4.57	4.22	3.47	3.10
12.5	3.24	3.18	3.09	2.55	3.00	3.05	4.12	4.49	4.28	5.30	4.65	5.50	5.54	4.84	4.54	4.24	4.38	4.74	4.73	4.54	4.43	4.20	3.76	3.61
17.5	2.76	2.56	3.08	2.95	2.83	2.71	3.96	3.91	4.59	4.83	5.41	5.80	5.86	5.29	4.37	4.51	4.47	4.69	5.03	4.83	4.77	3.81	3.74	3.24
22.5	2.75	2.66	3.07	2.87	2.66	2.36	3.66	3.94	4.44	4.81	5.22	6.08	6.20	5.42	4.45	4.38	4.40	4.75	5.09	4.86	4.79	3.82	3.84	3.48
27.5	2.73	2.76	3.06	2.78	2.50	2.02	3.37	3.97	4.29	5.05	5.04	6.34	6.52	5.53	4.42	4.24	4.32	4.79	5.14	4.87	4.81	3.82	3.92	3.71
Sonntag
-17.5	3.54	3.40	3.66	3.32	4.18	3.86	4.65	4.65	4.46	4.60	4.82	4.33	4.12	3.90	4.09	4.02	3.95	4.53	4.75	4.63	4.40	4.40	4.04	3.70
-12.5	3.47	3.27	3.49	3.26	3.92	3.83	4.59	4.55	4.47	4.70	4.83	4.52	4.38	4.13	4.28	4.23	4.17	4.56	4.68	4.56	4.32	4.32	3.91	3.56
-7.5	3.22	3.24	3.15	3.29	3.55	3.86	4.55	4.62	4.68	4.79	4.62	4.50	4.49	4.26	4.48	4.27	4.38	4.70	4.58	4.58	4.37	4.45	3.88	3.49
-2.5	3.33	3.01	3.13	3.15	3.39	3.79	4.46	4.35	4.49	4.90	4.85	4.91	4.91	4.62	4.67	4.62	4.63	4.61	4.53	4.41	4.18	4.16	3.65	3.25
2.5	3.28	2.98	3.10	3.12	3.34	3.75	4.73	4.43	4.58	4.80	5.01	4.91	4.83	4.57	4.59	4.51	4.52	4.63	4.60	4.49	4.37	4.18	3.56	3.12
7.5	3.09	2.83	3.12	2.85	3.19	3.43	5.03	4.61	4.71	4.75	5.03	5.09	4.88	4.70	4.45	4.28	4.46	4.84	4.65	4.65	4.57	4.22	3.47	3.10
12.5	3.24	3.18	3.09	2.55	3.00	3.05	4.12	4.49	4.28	5.30	4.65	5.50	5.54	4.84	4.54	4.24	4.38	4.74	4.73	4.54	4.43	4.20	3.76	3.61
17.5	2.76	2.56	3.08	2.95	2.83	2.71	3.96	3.91	4.59	4.83	5.41	5.80	5.86	5.29	4.37	4.51	4.47	4.69	5.03	4.83	4.77	3.81	3.74	3.24
22.5	2.75	2.66	3.07	2.87	2.66	2.36	3.66	3.94	4.44	4.81	5.22	6.08	6.20	5.42	4.45	4.38	4.40	4.75	5.09	4.86	4.79	3.82	3.84	3.48
27.5	2.73	2.76	3.06	2.78	2.50	2.02	3.37	3.97	4.29	5.05	5.04	6.34	6.52	5.53	4.42	4.24	4.32	4.79	5.14	4.87	4.81	3.82	3.92	3.71
GBH	Beherbung
Auspraegung	A	B	C	D
GBH05	0	0	0	0	0	0	0	0
GBH34	0.9872585	-35.2532124	6.0587001	0.0793512	-0.0495013	0.9637999	-0.0022304	0.2288398
GBH33	0.9874283	-35.2532124	6.1544406	0.2265716	-0.0339020	0.6938234	-0.0012849	0.2029732
GBH02	0	0	0	0	0	0	0	0
GBH01	0	0	0	0	0	0	0	0
WTfakt	Mo	Di	Mi	Do	Fr	Sa	So
_	0.9767	1.0389	1.0028	1.0162	1.0024	1.0043	0.9587
Stundenverteilung in %
StuetzT	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24
Montag
-17.5	3.97	3.94	3.66	3.61	4.08	4.76	4.66	5.28	4.83	4.70	4.61	4.23	3.83	3.58	3.47	3.61	3.96	3.95	4.46	4.30	4.08	4.29	4.14	4.00
-12.5	3.88	3.85	3.56	3.64	3.93	4.26	4.76	5.33	4.86	4.56	4.54	4.00	3.95	3.71	3.67	3.79	4.01	4.10	4.45	4.43	4.31	4.28	4.22	3.91
-7.5	3.79	3.76	3.45	3.86	3.78	3.71	4.87	5.38	4.89	4.40	4.45	3.76	4.08	3.85	3.88	3.97	4.05	4.25	4.44	4.57	4.44	4.26	4.29	3.82
-2.5	3.28	3.17	3.27	3.42	3.87	4.31	4.92	5.22	5.27	4.59	4.31	4.31	4.17	4.06	4.04	4.10	4.05	4.48	4.37	4.65	4.52	4.19	3.76	3.67
2.5	3.33	3.30	3.29	3.76	4.29	4.52	4.89	5.28	4.86	4.48	4.17	4.18	4.02	3.82	3.91	4.02	4.03	4.40	4.54	4.66	4.66	4.37	3.74	3.48
7.5	3.09	3.24	3.08	3.73	4.52	4.60	5.37	5.64	4.97	4.48	4.26	3.99	3.83	3.74	3.72	3.80	3.94	4.33	4.57	4.77	4.75	4.45	3.77	3.36
12.5	2.64	2.78	2.75	3.51	4.50	4.71	6.22	7.08	5.06	4.32	4.36	3.87	3.77	3.48	3.57	3.65	3.56	4.18	4.29	4.78	4.78	4.67	4.13	3.34
17.5	2.14	2.14	2.33	3.52	4.93	4.85	6.37	7.88	5.28	4.54	3.74	4.06	3.74	3.32	3.93	3.89	3.41	4.32	4.42	4.82	4.81	4.67	4.08	2.81
22.5	1.64	1.62	1.69	3.70	5.53	5.01	6.52	8.87	5.94	4.44	3.87	3.57	3.65	3.37	3.80	3.75	3.29	4.25	4.34	4.93	4.92	4.44	4.32	2.54
27.5	1.29	1.36	1.42	3.57	5.64	5.10	7.18	9.77	6.04	4.36	3.97	3.42	3.53	3.19	3.62	3.56	3.06	4.14	4.22	4.99	4.99	4.59	4.52	2.47
Dienstag
-17.5	3.97	3.94	3.66	3.61	4.08	4.76	4.66	5.28	4.83	4.70	4.61	4.23	3.83	3.58	3.47	3.61	3.96	3.95	4.46	4.30	4.08	4.29	4.14	4.00
-12.5	3.88	3.85	3.56	3.64	3.93	4.26	4.76	5.33	4.86	4.56	4.54	4.00	3.95	3.71	3.67	3.79	4.01	4.10	4.45	4.43	4.31	4.28	4.22	3.91
-7.5	3.79	3.76	3.45	3.86	3.78	3.71	4.87	5.38	4.89	4.40	4.45	3.76	4.08	3.85	3.88	3.97	4.05	4.25	4.44	4.57	4.44	4.26	4.29	3.82
-2.5	3.28	3.17	3.27	3.42	3.87	4.31	4.92	5.22	5.27	4.59	4.31	4.31	4.17	4.06	4.04	4.10	4.05	4.48	4.37	4.65	4.52	4.19	3.76	3.67
2.5	3.33	3.30	3.29	3.76	4.29	4.52	4.89	5.28	4.86	4.48	4.17	4.18	4.02	3.82	3.91	4.02	4.03	4.40	4.54	4.66	4.66	4.37	3.74	3.48
7.5	3.09	3.24	3.08	3.73	4.52	4.60	5.37	5.64	4.97	4.48	4.26	3.99	3.83	3.74	3.72	3.80	3.94	4.33	4.57	4.77	4.75	4.45	3.77	3.36
12.5	2.64	2.78	2.75	3.51	4.50	4.71	6.22	7.08	5.06	4.32	4.36	3.87	3.77	3.48	3.57	3.65	3.56	4.18	4.29	4.78	4.78	4.67	4.13	3.34
17.5	2.14	2.14	2.33	3.52	4.93	4.85	6.37	7.88	5.28	4.54	3.74	4.06	3.74	3.32	3.93	3.89	3.41	4.32	4.42	4.82	4.81	4.67	4.08	2.81
22.5	1.64	1.62	1.69	3.70	5.53	5.01	6.52	8.87	5.94	4.44	3.87	3.57	3.65	3.37	3.80	3.75	3.29	4.25	4.34	4.93	4.92	4.44	4.32	2.54
27.5	1.29	1.36	1.42	3.57	5.64	5.10	7.18	9.77	6.04	4.36	3.97	3.42	3.53	3.19	3.62	3.56	3.06	4.14	4.22	4.99	4.99	4.59	4.52	2.47
Mittwoch
-17.5	3.97	3.94	3.66	3.61	4.08	4.76	4.66	5.28	4.83	4.70	4.61	4.23	3.83	3.58	3.47	3.61	3.96	3.95	4.46	4.30	4.08	4.29	4.14	4.00
